Name,Description,Website
Metawalls,"an NFT/Web3 ecosystem for street art culture, where all participants artists, collectors, and art lovers - are fairly incentivized for their contribution and engagement.",http://metawalls.io
Visiblr,"an NFT Art and Social Project that seeks to bring blockchain technology and Web 3 closer for millions of marginalized groups in Germany. Visiblr is committed to social equality and strives for structural change. With Visiblr, we hope to create a world where all people have a seat at the table.",https://linktr.ee/visiblr.io
Fractal ID,"a interoperable Decentralized Identity System for web3. Trusted by 250+ projects, 8 blockchain ecosystems and 1M users
",https://web.fractal.id/
WelShare Health,"an app for you to personalize how you share your health information. That way you can control who has access to it. Whether you get sick while traveling and want to share a certain part of your health record with a doctor or if you want to contribute to medical research- you deserve to choose how your own data is shared. And if you're interested, you can even monetize your contribution to earn your share.",https://www.welshare.health
"meHealthX
","a start-up, active in ehealth and medical research sector. Our vision is to bring the web in the healthcare and cross ecosystems, to unlock the value of multidimensional interoperability beetween different ecosystems, stakeholders and needs",http://www.mehealthx.com
RCS Global Group ICMM Mineral Traceability,a company from the group SLR launching new solutions in the areas of Mineral and Metal Supply Chain Traceability,https://www.rcsglobal.com/icmm-blockchain-traceability-minerals-metal-supply-chains/
AFTS,a platform for Digital Product Passports and Sustainable Supply Chains,https://www.afts.biz/
Coffee Impact Collective,an ecosystem for the regeneration & decentralization of the coffee supply chains.,https://www.coffeeimpact.co/
PsyDAO,a decentralised organisation with the goal of funding research at the intersection of psychedelics and mental health,https://psydao.io/
"UNDP Mongolia
cashmere tracking
","a UNDP platform to track commodities (cashmere), from point of origin through to sale.",http://sustainablecashmereplatform.com/
UNDP Ecuador chocolate tracking,"a UNDP project to track commodities (cocoa), from point of origin through to sale. A digital token was created for each product (i.e., a chocolate bar), which had a monetary value attached (10–25 cents). Each token could be redeemed for a discount on the consumer’s next purchase or returned to the original farmer for reinvestment in the production process.",https://innovation.eurasia.undp.org/a-fair-deal-for-ecuadorian-cocoa-farmers/
UNDP Livestock tracking Cultiv@te in Ecuador,"the project is building a platform to support traceability, certification and incentives across the livestock sector through a digital system, that motivates farmers to adopt more sustainable pasture management.
The project will build a traceability solution for the remaining steps of the value chain as part of Phase 2 (from slaughterhouse up to the final consumer), while integrating that with work already underway in Phase 1 on traceability (from the ranchers up to the slaughterhouse). This is to ensure full transparency and traceability across the entire supply chain while linking price benefits and incentives back to cattle ranchers. ",https://sgtechcentre.undp.org/content/sgtechcentre/en/home/blogs/cultivate-blockchain-traceability-ecuadorian-amazon.html
UNDP Plate by Plate food donations platform,the first digital platform for food donation in Serbia „Plate by Plate“ allows food donations with just a click.,https://tanjirpotanjir.rs/
UN-Women cash transfer Kakuma project,"a Blockchain-based cash transfer test in the Kakuma
refugee camp in Kenya.",https://www.unjiu.org/sites/www.unjiu.org/files/jiu_rep_2020_7_english.pdf
UNICEF Digicus project,"UNICEF works with many partners to deliver its mandate and is innovating in managing those relationships. UNICEF leveraged blockchain to digitise and consolidate UNICEF’s agreements with its implementing partners on the ground in Kazakhstan (governments, NGOs, academic institutions) by using smart contracts. The goal of the prototype was to develop a platform to streamline processes related to cash transfers to improve the transparency and accountability of partnerships and related transfers of resources. Ultimately, the platform allowed for streamlined verification of the results achieved by partners and allowed the blockchain-based smart contract to automatically release the payment, after verification and authorisation. This platform, called “Digicus”, allows all parties to have a common understanding of what stage a project is at, what goals have been achieved, and showcases how smart contracts can be used to expedite processing of paperwork and payment",https://www.unicef.org/innovation/blockchain/digicus
UNHCR/ UNICC Ukraine cash disbursment pilote,a UNHCR pilot for Cash-Based Intervention Using Blockchain Technology for Humanitarian Payments to People Displaced and Impacted by the War in Ukraine,https://www.unhcr.org/ua/en/52555-unhcr-launches-pilot-cash-based-intervention-using-blockchain-technology-for-humanitarian-payments-to-people-displaced-and-impacted-by-the-war-in-ukraine-unhcr-has-launched-a-first-of-its-kind-integ.html
